id,name,team,1,2,3,4,5,6,7,8,9,10,11,total
7260,Vladislav Panteleev,Arsenal Tula,0.0,0.0521,-,-,0.0379,0.026,0.0133,-,-,0.0668,0.0683,0.2644
3189,Egor Danilkin,Khimki,0.0,0.0,0.0143,0.2004,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.2582
4631,Maksim Belyaev,Arsenal Tula,0.1723,0.06,0.0125,-,-,-,0.0,0.0133,0.0,0.0,0.0,0.2581
2814,Denis Glushakov,Khimki,-,-,-,-,-,-,-,-,-,0.0887,0.1686,0.2573
8374,Valeri Gromyko,Arsenal Tula,0.0,0.0169,-,0.0929,0.0,0.0,0.0255,0.11,0.0105,0.0,0.0,0.2558
6282,Emiliano Rigoni,Zenit St. Petersburg,0.0,0.0803,-,0.0,0.0,0.0473,0.0,0.1266,-,-,-,0.2542
2785,Timofey Margasov,PFC Sochi,0.0807,0.0325,0.0,0.0,0.075,0.0452,0.0,0.0,-,0.0,0.0191,0.2525
3053,Vladimir Rykov,Ural,-,0.0,0.0,0.0953,0.0318,0.0628,0.0,-,0.0,0.0595,0.0,0.2494
7521,Konstantin Maradishvili,CSKA Moscow,0.0,0.0131,0.0294,0.0,0.0292,0.0,0.0,0.0,-,0.1735,0.0,0.2452
8599,Ilya Kukharchuk,Khimki,0.0127,-,-,-,0.0,-,-,-,0.0774,0.0171,0.1362,0.2434
2993,Taras Burlak,Arsenal Tula,-,-,0.0,0.0,0.1682,0.0,0.0414,0.033,0.0,-,-,0.2426
7447,Yaroslav Rakitskiy,Zenit St. Petersburg,0.0525,0.0,-,0.0306,0.0796,0.0433,-,-,0.0,0.0364,0.0,0.2424
2750,Roman Zobnin,Spartak Moscow,0.0,0.0623,0.0357,0.0,0.1083,0.0,0.0184,0.0,0.0156,0.0,0.0,0.2403
2789,Denys Kulakov,Ural,0.0418,0.0173,0.0107,0.0,0.0,0.1089,0.0143,0.0,0.0337,0.0,0.0,0.2267
6800,Daniil Krugovoy,Zenit St. Petersburg,0.0,0.0,0.041,0.0379,-,0.0,0.0092,0.0226,-,0.0,0.1157,0.2264
6901,Abdul Mohammed,Arsenal Tula,-,-,-,-,-,-,-,0.0,0.1622,0.0406,0.0138,0.2166
6774,Aleksey Sutormin,Zenit St. Petersburg,-,-,-,0.0,0.0,0.0,0.084,0.0,0.1296,0.0,0.0,0.2136
2818,Zé Luís,Lokomotiv Moscow,-,-,-,-,-,-,-,-,-,-,0.2113,0.2113
6587,Othman El Kabir,Ural,-,0.0254,-,-,-,-,0.0,0.0136,0.0118,0.1602,-,0.211
4586,Aleksey Gerasimov,Ural,0.0249,0.0788,0.0,0.0,0.0,0.0951,-,0.0,0.0,0.0,-,0.1988
2857,Oleg Ivanov,FK Akhmat,0.0,0.0574,0.0571,0.0826,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1971
3162,Khoren Bayramyan,FC Rostov,0.0,0.0,0.0238,0.1295,0.0,0.027,0.0,-,0.0164,0.0,-,0.1967
6617,Idris Imaev,FK Akhmat,0.1256,-,0.0,-,-,-,0.0,-,0.0618,-,-,0.1874
2824,Aleksandr Putsko,FK Akhmat,-,0.0,0.0228,0.0441,-,-,0.12,-,-,-,0.0,0.1869
7196,Roman Evgeniev,Dinamo Moscow,0.011,0.0798,0.0,0.0,0.0,0.0,0.0102,0.0,0.0837,0.0,0.0,0.1847
3066,Aleksandr Kokorin,Spartak Moscow,-,-,-,-,-,-,0.0582,-,0.1239,-,0.0,0.1821
5927,Aleksey Gritsaenko,FC Tambov,-,0.0,0.0,-,0.0,0.0,0.1801,0.0,0.0,-,-,0.1801
5893,Oleg Danchenko,FC Ufa,-,-,0.0627,0.0,0.0151,0.0,0.0268,0.0,0.0,0.0753,-,0.1799
5441,Catalin Carp,FC Ufa,0.0,0.0301,0.0562,0.0,-,0.0,-,0.0431,0.0,0.038,-,0.1674
7466,Andrés Vombergar,FC Ufa,0.066,-,-,-,0.1014,0.0,-,-,-,-,-,0.1674
7652,Zuriko Davitashvili,Rubin Kazan,0.0,-,0.1667,-,-,-,-,-,-,-,-,0.1667
7633,Rafal Augustyniak,Ural,0.0963,0.038,0.0,0.0133,0.0124,0.0,0.0,-,-,-,-,0.16
2988,Vyacheslav Podberezkin,Ural,-,-,0.1114,0.0465,0.0,0.0,-,0.0,0.0,-,0.0,0.1579
2959,Igor Bezdenezhnykh,FC Ufa,0.0137,0.0,-,0.0,0.0263,0.0492,0.0232,0.0442,0.0,-,-,0.1566
7865,Kirill Folmer,FC Ufa,0.0,0.0,0.0,-,0.0908,0.0421,0.0,-,0.0195,0.0,0.0,0.1524
2985,Elmir Nabiullin,PFC Sochi,0.0,-,0.0,-,0.0,0.019,0.026,0.0522,0.0373,0.0167,0.0,0.1512
7158,Zoran Nizic,FK Akhmat,0.0,0.0,-,-,0.0767,0.073,0.0,0.0,-,0.0,0.0,0.1497
6948,Marco Aratore,Ural,0.091,0.0584,-,-,-,-,-,-,-,-,-,0.1494
7672,Cedric Gogoua,FC Rotor Volgograd,0.0437,0.0,0.0,-,0.0,0.0755,-,-,0.0279,0.0,0.0,0.1471
237,Robert Bauer,Arsenal Tula,0.0,0.0,0.0155,0.0,0.0244,0.0,0.0202,0.0,0.0732,-,0.0128,0.1461
