id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,total
7466,Andrés Vombergar,FC Ufa,0.0,-,-,-,0.0428,0.0368,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0796
2718,Dmitriy Tarasov,Rubin Kazan,0.0,0.0721,0.0,-,0.0,-,-,-,-,-,-,0.0,0.0,-,0.0,-,-,-,-,-,-,0.0721
8370,Roman Minaev,Arsenal Tula,-,-,-,-,0.0,-,0.0,-,-,-,-,-,0.0664,-,-,0.0,-,-,-,-,-,0.0664
7489,Amir Adouyev,FK Akhmat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0133,0.0,-,-,0.0519,0.0652
9401,Artem Maksimenko,Ural,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0576,-,0.0576
5441,Catalin Carp,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,0.0569,0.0569
8345,Dmitri Markitesov,Spartak Moscow,-,-,-,-,-,-,-,-,-,0.053,0.0,0.0,-,-,-,-,0.0,-,-,-,0.0,0.053
9397,Gabriel Iancu,FK Akhmat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0519,0.0519
8619,Oleg Nikolaev,FC Rotor Volgograd,0.0,-,0.026,-,-,-,-,-,0.0253,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0513
7449,Leon Musaev,Rubin Kazan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0497,0.0,0.0497
2786,Nikita Medvedev,Rubin Kazan,-,-,-,-,-,-,0.0,0.0,-,-,-,-,-,-,-,0.018,0.0221,-,-,-,-,0.0401
9027,Islam Alsultanov,FK Akhmat,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,0.0,0.0386,-,0.0,-,0.0,-,-,0.0386
8385,Nikita Karmaev,FK Akhmat,-,-,-,-,-,-,-,-,0.038,-,-,-,-,-,-,-,-,-,-,-,-,0.038
8623,David Tosevski,FC Rostov,-,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,-,-,0.0372,-,-,-,-,-,-,-,0.0372
2788,Nikolay Zabolotny,PFC Sochi,-,-,-,-,-,-,-,-,-,-,-,0.0366,-,-,-,-,-,-,-,-,-,0.0366
9364,Evgeni Chabanov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0352,-,0.0352
9363,Tigran Avanesyan,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0352,-,0.0352
2773,Pavel Mogilevets,Rubin Kazan,-,0.0298,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,0.0298
9079,Vyacheslav Litvinov,FC Krasnodar,-,-,-,-,-,-,-,-,-,-,-,-,0.0213,-,-,-,-,-,-,-,-,0.0213
2895,Arseni Logashov,FC Rostov,-,-,-,-,0.0,0.0195,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0195
9005,Ilya Kamyshev,Khimki,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0194,0.0194
9413,Filip Dagerstål,Khimki,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0194,0.0194
9176,Nicholas Lawrence Anwan,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0176,-,-,-,0.0176
8546,Anatoliy Nemchenko,PFC Sochi,0.0,-,-,-,-,-,-,-,-,0.0176,-,-,-,-,-,-,-,-,-,-,-,0.0176
4628,Egor Baburin,FC Rostov,-,-,-,0.0,-,-,-,-,0.0164,-,-,-,-,-,-,0.0,0.0,-,-,-,-,0.0164
9371,Aleksey Shchetkin,FC Rotor Volgograd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0149,-,0.0149
8519,Stanislav Agkatsev,FC Krasnodar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0129,0.0,0.0129
8609,Aleksandr Golovnya,FC Tambov,-,-,-,0.0108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0108
9089,Evgeniy Tatarinov,Ural,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.009,0.0,0.0,-,-,0.009
5932,Abubakar Kadyrov,FK Akhmat,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
7010,Danil Lipovoy,Dinamo Moscow,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
9389,Maksim Barsov,PFC Sochi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,0.0
6734,Ambroise Oyongo,FC Krasnodar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,0.0
8559,Nikita Belousov,FC Ufa,0.0,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8376,Igor Shkolnik,Dinamo Moscow,-,-,-,-,-,-,0.0,-,0.0,0.0,-,0.0,-,-,-,-,-,-,-,-,-,0.0
7640,Aleksandr Saplinov,FC Rotor Volgograd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,0.0
5379,Aleksandr Denisov,Arsenal Tula,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8355,Nikita Chagrov,FC Tambov,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,0.0
5376,Guram Adzhoev,Arsenal Tula,-,-,-,0.0,-,-,0.0,-,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
2759,Igor Leshchuk,Dinamo Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,0.0
8956,Nikolay Zlobin,Arsenal Tula,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0
7635,Danila Emelyanov,FC Ufa,-,0.0,-,-,-,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8346,Daniil Shamkin,Zenit St. Petersburg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,0.0
3079,Rabiu Mohammed,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,-,-,-,-,-,-,0.0
8675,Bruno Fuchs,CSKA Moscow,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
6772,Gamid Agalarov,FC Ufa,0.0,-,-,0.0,0.0,-,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0
3090,Igor Konovalov,Arsenal Tula,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0
8625,Patricio Matricardi,FC Rotor Volgograd,-,-,-,-,-,-,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0
7771,Guus Til,Spartak Moscow,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8929,Kirill Dontsov,FC Rotor Volgograd,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,0.0
9084,Erik Vardanyan,PFC Sochi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,0.0
3181,Ilya Pomazun,CSKA Moscow,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,0.0,-,0.0,0.0,0.0
7685,Akmal Bakhtiyarov,PFC Sochi,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8906,Egor Prutsev,PFC Sochi,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,0.0
2850,Rizvan Utsiev,FK Akhmat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0
5943,Nikita Kalugin,PFC Sochi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,0.0
5952,Arsen Adamov,FK Akhmat,-,0.0,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,0.0
8391,Andrey Bokovoy,PFC Sochi,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0
2784,Denis Terentjev,Zenit St. Petersburg,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8627,Aleksandr Smirnov,FC Rostov,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
9396,Ladislav Almasi,FK Akhmat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,0.0
7874,Nikolay Titkov,Lokomotiv Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,0.0,0.0
9420,Denis Kaykov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
9368,Dmitri German,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
8611,Konstantin Kovalev,FC Rostov,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8503,Mikhail Ageev,Lokomotiv Moscow,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8586,Nikita Iosifov,Lokomotiv Moscow,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,0.0,0.0,-,-,-,0.0
9055,Ruslan Litvinov,Spartak Moscow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,0.0
8605,Gela Zaseev,Khimki,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
8960,Stepan Oganesyan,Spartak Moscow,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,0.0
9365,Aleksandr Yerkin,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
9361,Nikita Drozdov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0
9051,Kirill Klimov,FC Tambov,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0
8954,Akhmed Alibekov,FC Ufa,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0.0,-,-,-,-,-,-,-,0.0
7638,Dmitriy Chistyakov,FC Rostov,-,-,-,-,-,-,-,-,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,0.0
2817,Ivelin Popov,PFC Sochi,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0
