id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,total
2887,Kirill Panchenko,FC Tambov,0.0331,0.0,0.0,0.0,0.0,0.0,0.4137,0.0,0.0126,0.0,-,-,0.4594
3062,Oleg Shatov,Rubin Kazan,-,-,-,0.0,0.0,0.0,0.0871,0.0,0.2305,0.0,0.1417,0.0,0.4593
2899,Aleksandr Sukhov,FC Ufa,-,0.0,0.0,0.0,0.0151,0.4406,0.0,0.0,0.0,-,0.0,0.0,0.4557
5469,Evgeniy Chernov,FC Rostov,0.1709,0.0,0.0124,0.0,0.1001,0.1611,0.0,-,0.0,0.0,-,-,0.4445
5723,Emanuel Mammana,PFC Sochi,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4188,0.0,0.0241,0.4429
7470,Mathias Normann,FC Rostov,0.0,0.0,0.0,0.0286,0.0,0.0,0.1324,-,0.0,0.2819,-,-,0.4429
2832,Brian Idowu,Khimki,0.0,0.0615,0.0126,0.0079,-,0.0,0.1185,0.0,0.1169,0.0445,0.081,0.0,0.4429
8601,Artem Polyarus,FK Akhmat,-,-,-,0.2944,-,-,-,-,-,0.0508,0.0945,-,0.4397
5954,Eldor Shomurodov,FC Rostov,0.1308,0.0,0.0,0.1324,0.0807,0.0373,0.0,-,0.0545,-,-,-,0.4357
2990,Ibrahim Tsallagov,PFC Sochi,0.0155,0.3384,0.0092,0.0,0.0,0.021,0.0,0.0,-,-,0.0,0.0429,0.427
7659,Vladimir Obukhov,FC Tambov,0.0939,0.0,0.0723,0.0,0.0,0.0,0.1076,0.0127,0.1397,-,-,-,0.4262
7865,Kirill Folmer,FC Ufa,0.066,0.2149,0.0627,-,0.0126,0.0,0.0,-,0.0,0.0698,0.0,-,0.426
9025,Artur Sokhiev,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.4243,-,0.4243
7479,Kristoffer Olsson,FC Krasnodar,0.2002,0.0,0.1139,0.0,0.0,0.0138,-,0.0508,0.0096,-,0.0176,-,0.4059
7521,Konstantin Maradishvili,CSKA Moscow,0.0,0.0278,0.0,0.0673,0.0912,0.0,0.1081,0.029,-,0.0786,0.0,0.0,0.402
2828,Sergey Parshivlyuk,Dinamo Moscow,0.0,0.0,0.0848,0.0295,0.0482,0.0,0.0,-,0.0742,0.145,-,0.0203,0.402
3189,Egor Danilkin,Khimki,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0466,0.0,0.0,0.3412,0.0,0.4
2792,Mikhail Merkulov,Rubin Kazan,0.0651,0.0,-,0.0,0.0,0.3345,0.0,0.0,-,-,-,-,0.3996
6890,Danijel Miskic,Ural,-,0.0,0.0,0.0,0.0124,0.0137,0.0,0.3723,0.0,0.0,0.0,0.0,0.3984
3067,Artur Yusupov,PFC Sochi,-,-,-,-,-,-,0.0,0.0,0.0,0.0176,0.379,0.0,0.3966
6793,Daniil Lesovoy,Dinamo Moscow,-,-,-,0.0,-,-,-,0.104,0.0963,0.0602,0.0432,0.0889,0.3926
2805,Sergey Serchenkov,FC Rotor Volgograd,0.0,-,0.0,0.3836,0.0,0.0,-,-,-,-,-,-,0.3836
8356,Evgeni Shlyakov,FC Tambov,0.0,0.0,0.0,0.0716,0.0,0.0,0.0405,0.077,0.1072,0.0,0.0816,0.0,0.3779
7471,Baktiyor Zainutdinov,FC Rostov,0.0,0.2633,0.0517,0.0627,-,-,-,-,-,-,-,-,0.3777
2902,Pavel Alikin,FC Ufa,-,0.0,0.0,0.3707,0.0,0.0,0.0,-,-,-,-,-,0.3707
3924,Hördur Bjorgvin Magnusson,CSKA Moscow,-,0.0,0.0,0.0163,0.0,0.0575,0.0,0.2963,0.0,0.0,-,0.0,0.3701
7663,Maksim Osipenko,FC Rostov,0.0,0.0,0.0,0.0243,0.125,0.0122,0.0,-,0.0,0.1785,0.0,0.0251,0.3651
6797,Filip Uremovic,Rubin Kazan,0.0774,0.0257,0.0247,0.0224,0.0653,0.0,-,0.0605,0.068,0.0,0.0153,0.0,0.3593
2881,Alan Dzagoev,CSKA Moscow,0.1477,0.0,-,-,-,-,-,-,-,0.0,0.0741,0.1361,0.3579
5385,Mikhail Kostyukov,FC Tambov,0.0,0.1129,0.0895,0.0,0.0364,0.0,0.0,0.0,0.0,0.0604,0.0531,0.0,0.3523
6805,Azer Aliev,FC Ufa,0.0,0.0,0.0259,0.0,0.0428,0.0132,0.1516,0.0824,0.0,0.0088,-,0.0236,0.3483
7136,Arnór Sigurdsson,CSKA Moscow,0.0,0.0851,0.0,0.0,0.0646,-,-,0.1944,0.0,0.0,-,0.0,0.3441
7304,Danil Stepanov,FC Rotor Volgograd,0.0,0.0,0.026,0.0,0.0,0.308,-,-,-,0.0,0.0,0.0,0.334
5417,Mohamed Konate,Khimki,0.0,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0.0235,0.3102,0.0,0.3337
2784,Denis Terentjev,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.0096,0.3215,0.3311
2818,Zé Luís,Lokomotiv Moscow,-,-,-,-,-,-,-,-,-,-,0.3042,0.0231,0.3273
8374,Valeri Gromyko,Arsenal Tula,0.0,0.0,-,0.1174,0.1023,0.0,0.0,0.0,0.1046,0.0,0.0,-,0.3243
8386,Aleksandr Gapechkin,FC Rostov,-,-,-,-,-,-,-,-,-,-,0.314,-,0.314
2852,Andrey Semenov,FK Akhmat,0.0,0.0,0.1979,0.0,0.0,0.026,-,-,0.0897,-,-,0.0,0.3136
2974,Vladimir Dyadyun,Khimki,0.057,0.0,0.0485,-,-,-,0.0922,0.0,0.0608,0.048,0.0,0.0,0.3065
5458,Timur Zhamaletdinov,FC Ufa,-,0.0301,0.0295,0.0,0.0908,0.0695,0.0,0.0177,-,0.0539,0.0,0.0,0.2915
8618,Oleg Aleinik,FC Rotor Volgograd,0.0201,0.0,0.0666,0.0175,0.0204,0.0611,-,-,0.0855,0.0,0.0179,-,0.2891
2856,Maciej Rybus,Lokomotiv Moscow,0.0106,0.0,0.0095,0.0,-,0.0392,0.0,0.1266,0.0,0.0435,0.0,0.0593,0.2887
3026,Artem Timofeev,FK Akhmat,0.0,-,0.0365,0.0,0.0,0.0821,0.0179,0.0793,0.0601,0.0104,-,0.0,0.2863
8624,Marat Bystrov,FK Akhmat,-,-,0.174,0.0623,0.0464,-,0.0,0.0,0.0,0.0,0.0,0.0,0.2827
8782,Eduard Spertsyan,FC Krasnodar,-,-,-,-,-,-,-,0.1315,-,0.0,-,0.1207,0.2522
2593,Bojan Jokic,FC Ufa,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0994,0.0417,0.1003,0.0,0.2414
2721,Dimitri Barinov,Lokomotiv Moscow,0.0,0.2198,0.0187,0.0,-,-,-,-,-,-,-,-,0.2385
2907,Sly,Dinamo Moscow,0.1712,0.0,0.0,0.0,0.0,0.0583,0.0,0.0,0.0,-,-,-,0.2295
3168,Sergei Makarov,FC Rotor Volgograd,0.013,0.0,0.1185,0.0376,0.0599,0.0,-,-,0.0,0.0,0.0,0.0,0.229
7471,Baktiyor Zainutdinov,CSKA Moscow,-,-,-,-,0.0325,0.0,0.0971,0.0,0.0944,0.0,0.0,0.0,0.224
2894,Vladislav Ignatjev,Lokomotiv Moscow,0.0434,-,-,0.0,0.0536,0.0,0.0,-,0.0,0.1203,-,-,0.2173
6948,Marco Aratore,Ural,0.1376,0.0788,-,-,-,-,-,-,-,-,-,-,0.2164
2712,Rifat Zhemaletdinov,Lokomotiv Moscow,0.0744,0.0,0.1022,0.0,0.0193,0.0,-,0.0,-,0.0,0.0204,-,0.2163
4247,Maximilian Philipp,Dinamo Moscow,0.0,0.0506,0.0,0.0,0.021,0.0,0.1371,-,-,-,-,-,0.2087
4199,Anton Shvets,FK Akhmat,0.0,0.0138,0.1064,-,0.0,-,0.0,0.0,0.0843,-,0.0,-,0.2045
2959,Igor Bezdenezhnykh,FC Ufa,0.0601,0.0,-,0.0,0.0088,0.0,0.0,0.1338,0.0,-,-,-,0.2027
7135,Olivier Thill,FC Ufa,-,-,0.0,0.0383,0.0775,0.0,0.025,0.0602,-,-,-,-,0.201
7260,Vladislav Panteleev,Arsenal Tula,0.0,0.0,-,-,0.1941,0.0,0.0,-,-,0.0,0.0,-,0.1941
3085,Yuri Bavin,Ural,0.0856,-,0.0,-,0.0,-,-,0.0,0.1071,-,-,-,0.1927
2814,Denis Glushakov,Khimki,-,-,-,-,-,-,-,-,-,0.0,0.0,0.1893,0.1893
7196,Roman Evgeniev,Dinamo Moscow,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.0086,0.0,0.0,-,0.1887
2910,Vyacheslav Krotov,FC Ufa,0.1115,0.0,0.0,0.0,-,0.0,-,-,-,0.0767,0.0,0.0,0.1882
3053,Vladimir Rykov,Ural,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.073,0.1131,0.0,0.1861
7659,Vladimir Obukhov,FC Rostov,0.0939,-,-,-,-,-,-,-,-,0.0093,0.0,0.0802,0.1834
2988,Vyacheslav Podberezkin,Ural,-,-,0.0,0.0,0.0635,0.1046,-,0.0133,0.0,-,0.0,0.0,0.1814
8598,Kirill Bozhenov,Khimki,0.0899,0.0,0.0,0.0272,-,0.0,0.0,0.0,0.0166,0.0,0.0474,0.0,0.1811
8597,Dmitri Tikhiy,Khimki,0.0168,0.0717,0.0624,0.0,0.0,0.0,0.0,0.0292,0.0,0.0,-,0.0,0.1801
2775,Dmitriy Poloz,PFC Sochi,0.1208,0.059,0.0,-,-,-,-,-,-,0.0,-,-,0.1798
5926,Magomed-Shapi Suleymanov,FC Krasnodar,0.0584,0.0309,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0336,0.035,0.0205,0.1784
1811,Andrés Ponce,FK Akhmat,0.0,0.0,0.0,0.0214,0.0,0.0403,0.1138,0.0,-,0.0,-,-,0.1755
8362,Ilya Samoshnikov,Rubin Kazan,0.0,0.0292,0.0,0.0,0.0,-,-,-,0.1445,0.0,0.0,0.0,0.1737
3021,Aleksei Kozlov,FC Rostov,0.0407,0.0,0.0487,0.0445,0.0,0.0,0.0,-,0.0,0.0271,0.0,0.0122,0.1732
2768,Ivan Novoseltsev,PFC Sochi,0.0816,-,0.0909,-,0.0,-,-,-,0.0,-,-,-,0.1725
3190,Anton Kilin,FC Tambov,0.0449,0.0442,0.0,0.0,0.065,0.0,-,-,0.0,-,0.0,0.0174,0.1715
2869,Reziuan Mirzov,Spartak Moscow,-,-,-,-,-,0.0,-,-,-,-,0.1685,-,0.1685
6331,Alexander Lomovitskiy,Khimki,-,0.0617,0.0867,0.0,0.0193,0.0,0.0,0.0,0.0,-,-,-,0.1677
6773,Samuel Gigot,Spartak Moscow,0.0,0.0538,0.0,0.0,0.1126,0.0,0.0,-,0.0,0.0,-,0.0,0.1664
3333,Francois Kamano,Lokomotiv Moscow,-,-,-,0.0,0.0352,0.0,0.0146,0.1159,0.0,-,0.0,0.0,0.1657
7592,Stanislav Magkeev,Lokomotiv Moscow,0.0518,0.0,-,0.0,0.0,0.0,0.0,0.0724,0.0241,0.0143,-,0.0,0.1626
2790,Aleksandr Martynovich,FC Krasnodar,0.0,0.0,0.0,0.0111,0.1168,0.0,-,0.0,0.0327,0.0,-,0.0,0.1606
6417,Daniil Kulikov,Lokomotiv Moscow,0.0,-,-,-,0.0,0.0305,0.0521,0.0,0.0,0.0112,0.0,0.0636,0.1574
6282,Emiliano Rigoni,Zenit St. Petersburg,0.0,0.1202,-,0.0,0.0,0.0,0.0371,0.0,-,-,-,-,0.1573
2857,Oleg Ivanov,FK Akhmat,0.0,0.0404,0.1001,0.0,0.0,0.0,0.0,0.0,0.0155,-,0.0,-,0.156
7652,Zuriko Davitashvili,FC Rotor Volgograd,-,-,-,0.0165,0.0154,0.0978,-,-,-,-,0.0234,0.0,0.1531
602,Dejan Lovren,Zenit St. Petersburg,0.0,0.0,0.0215,0.0404,0.0092,0.0433,0.0,0.0,0.0,0.0,0.0,0.0382,0.1526
6331,Alexander Lomovitskiy,Arsenal Tula,-,-,-,-,0.0193,-,-,-,-,0.0,0.1331,0.0,0.1524
6586,Andrey Egorychev,Ural,0.0386,0.0,0.0,0.0962,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0141,0.1489
2834,Giorgi Jikia,Spartak Moscow,0.0,0.0126,0.1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.1472
6727,Artem Golubev,FC Ufa,0.0708,0.0,0.0,0.0755,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.1463
6793,Daniil Lesovoy,Arsenal Tula,0.0,0.0368,0.0699,0.0,0.0116,0.026,-,-,-,-,-,-,0.1443
5899,Anton Zabolotny,PFC Sochi,0.0,0.0,0.0544,0.0383,0.0099,0.0248,-,0.0,0.0,0.0,0.0,0.0167,0.1441
3025,Alexander Troshechkin,Khimki,0.0,0.0,0.0487,0.0331,0.0,0.0,-,0.0255,0.0,0.0,0.0368,0.0,0.1441
6775,Silvije Begic,Rubin Kazan,0.0,-,0.1248,-,-,-,0.0,0.0,0.0,0.0181,0.0,0.0,0.1429
2921,Charles Kaboré,Dinamo Moscow,0.0,0.0,0.1119,0.0,0.0,0.0,0.0306,0.0,-,-,0.0,0.0,0.1425
7477,Maksim Glushenkov,Spartak Moscow,0.1409,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,0.1409
2751,Aleksey Ionov,FC Krasnodar,-,-,-,-,-,0.0352,-,-,-,-,0.0278,0.0749,0.1379
3066,Aleksandr Kokorin,Spartak Moscow,-,-,-,-,-,-,0.0,-,0.0082,-,0.0,0.1287,0.1369
7632,Ivan Ordets,Dinamo Moscow,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.1256,0.0,0.1358
