id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,total
42,Julian Baumgartlinger,Bayer Leverkusen,0,-,0,0,0,0,1,2,0,2,0,0,0,0,1,1,-,7
96,Salif Sané,Schalke 04,-,1,0,1,0,1,2,-,-,-,0,1,1,-,-,-,-,7
5292,Manuel Gulde,Freiburg,0,0,0,-,-,-,0,-,1,0,2,1,2,0,0,0,-,6
7431,Jean-Manuel Mbom,Werder Bremen,-,1,0,1,0,1,2,0,0,-,0,0,-,0,0,1,0,6
7109,Leandro Barreiro Martins,Mainz 05,0,1,-,-,0,-,0,2,0,0,-,1,0,1,1,0,0,6
4250,Nicolas Höfler,Freiburg,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,-,6
7024,Kasim Nuhu,Hoffenheim,1,-,-,-,-,-,-,-,0,-,-,2,-,1,1,1,0,6
5340,Marco Friedl,Werder Bremen,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,6
2611,Philipp Lienhart,Freiburg,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,-,6
7267,Woo-Yeong Jeong,Freiburg,1,0,0,1,0,0,1,-,-,-,1,1,1,-,0,-,-,6
188,Kevin Kampl,RasenBallsport Leipzig,1,1,1,-,1,0,1,0,0,0,0,0,1,0,-,0,-,6
3349,Ramy Bensebaini,Borussia M.Gladbach,0,1,2,0,-,0,2,-,-,-,-,-,-,0,1,0,0,6
106,Waldemar Anton,VfB Stuttgart,0,1,0,-,-,-,0,1,1,0,0,0,0,1,1,1,-,6
5717,Amine Harit,Schalke 04,0,-,-,0,0,0,0,0,-,-,-,1,0,1,2,2,-,6
6963,Justin Kluivert,RasenBallsport Leipzig,-,-,-,0,1,-,-,0,-,1,3,0,-,-,-,1,-,6
8855,Bartosz Bialek,Wolfsburg,-,-,-,-,-,0,-,0,1,-,1,2,1,0,-,-,1,6
290,Mijat Gacinovic,Hoffenheim,0,0,0,2,0,1,1,0,0,0,0,0,-,-,2,0,0,6
22,John Brooks,Wolfsburg,1,0,2,0,0,0,0,0,1,0,0,-,0,0,0,1,1,6
212,Nico Elvedi,Borussia M.Gladbach,0,0,0,1,0,0,1,0,-,-,0,0,0,0,0,0,4,6
5329,Stefan Posch,Hoffenheim,-,0,1,1,0,0,-,0,1,0,2,-,1,-,0,0,0,6
285,Bastian Oczipka,Schalke 04,1,2,0,1,1,0,1,0,-,0,0,0,0,0,0,0,-,6
6722,Konstantinos Mavropanos,VfB Stuttgart,-,-,2,-,-,-,-,-,0,0,0,2,-,2,-,-,-,6
391,David Alaba,Bayern Munich,-,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,-,6
443,Peter Pekarík,Hertha Berlin,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,6
75,Niklas Süle,Bayern Munich,1,-,0,0,-,0,-,-,0,0,-,1,1,1,2,-,-,6
8958,Reinhold Yabo,Arminia Bielefeld,-,-,0,0,-,0,0,0,1,2,-,-,-,1,1,0,-,5
206,Oscar Wendt,Borussia M.Gladbach,0,0,-,0,1,0,-,1,1,1,0,0,-,1,0,-,0,5
8806,Roberto Massimo,VfB Stuttgart,3,1,0,-,0,-,-,-,0,0,0,-,1,-,-,-,-,5
194,Admir Mehmedi,Wolfsburg,1,0,2,2,0,0,0,0,0,-,-,-,-,0,-,-,0,5
5251,Rani Khedira,Augsburg,0,0,1,0,0,-,1,1,0,-,1,0,1,0,0,0,-,5
2663,Felix Passlack,Borussia Dortmund,1,-,1,2,0,1,-,-,0,-,-,-,-,-,-,-,-,5
269,Dominik Kohr,Eintracht Frankfurt,2,-,-,-,-,0,3,0,-,0,-,0,-,0,-,-,-,5
5254,Marcel Halstenberg,RasenBallsport Leipzig,1,-,2,0,-,-,-,-,0,-,0,0,0,0,1,1,-,5
6147,Denis Zakaria,Borussia M.Gladbach,-,-,-,-,-,-,-,0,1,0,1,0,0,1,1,1,0,5
7058,Kevin Stöger,Mainz 05,-,-,-,-,-,0,-,-,0,3,0,2,0,0,0,0,-,5
79,Tobias Strobl,Augsburg,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,-,-,5
451,Matija Nastasic,Schalke 04,-,-,0,1,1,0,1,1,0,-,0,-,-,0,1,0,-,5
8117,Nick Woltemade,Werder Bremen,2,-,-,1,-,-,-,-,0,2,0,0,-,-,-,-,-,5
8986,Omar Alderete,Hertha Berlin,-,-,-,-,0,1,0,0,1,-,-,-,-,2,0,1,0,5
118,Levin Öztunali,Mainz 05,0,1,-,1,1,0,0,1,0,-,-,-,-,-,0,1,0,5
2638,Alessandro Schöpf,Schalke 04,0,-,0,0,-,0,0,-,0,-,3,0,1,1,0,-,-,5
52,Alexander Hack,Mainz 05,-,0,0,-,-,-,-,0,0,0,1,0,1,1,0,1,1,5
8790,Cebio Soukou,Arminia Bielefeld,1,2,0,-,-,-,1,0,1,-,0,-,0,-,0,-,-,5
131,Jonas Hector,FC Cologne,1,0,-,-,-,-,-,-,-,-,-,0,0,0,1,3,-,5
5294,Salih Özcan,FC Cologne,0,0,-,0,1,0,0,1,0,1,1,0,0,1,0,0,-,5
8378,Malick Thiaw,Schalke 04,-,-,-,-,0,3,-,1,0,1,-,-,0,-,0,-,-,5
7485,Nico Schlotterbeck,Union Berlin,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
8801,Sebastian Griesbeck,Union Berlin,0,0,0,-,0,1,0,0,0,1,0,1,0,0,1,-,-,4
6045,Davy Klaassen,Werder Bremen,2,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
7899,Daley Sinkgraven,Bayer Leverkusen,0,0,0,2,0,1,-,0,0,0,0,0,0,-,0,1,0,4
8796,Christian Gebauer,Arminia Bielefeld,0,-,-,2,-,-,-,-,-,-,0,0,2,0,0,0,-,4
7320,Amos Pieper,Arminia Bielefeld,1,1,0,0,0,0,0,0,1,-,-,-,0,1,0,0,-,4
8065,Iago,Augsburg,0,0,0,-,0,1,0,2,0,-,-,-,0,1,0,-,-,4
161,Robin Knoche,Union Berlin,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,-,4
8044,Joshua Zirkzee,Bayern Munich,0,4,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4
9069,Romano Schmid,Werder Bremen,-,-,-,-,-,-,-,-,-,0,1,0,1,0,1,0,1,4
187,Christoph Kramer,Borussia M.Gladbach,0,0,0,0,1,0,0,0,0,0,-,2,0,1,0,0,0,4
7875,Christopher Trimmel,Union Berlin,1,0,0,0,0,-,0,0,1,0,0,0,0,0,1,1,-,4
8788,Anderson-Lenda Lucoqui,Arminia Bielefeld,1,1,0,0,-,0,-,0,1,0,1,0,-,0,0,-,-,4
8192,Melayro Bogarde,Hoffenheim,-,-,-,-,-,-,0,-,-,-,0,-,-,3,1,-,0,4
