id,name,team,1,2,3,4,5,6,7,8,9,10,11,total
5294,Salih Özcan,FC Cologne,0.0,0.0,-,0.0,0.0318,0.0,0.0,0.075,0.0,0.0289,-,0.1357
249,Danny da Costa,Eintracht Frankfurt,0.121,0.0,-,-,0.0,-,-,-,0.014,-,0.0,0.135
8406,Can Bozdogan,Schalke 04,-,-,0.0527,0.0421,0.0,0.0378,0.0,-,-,0.0,-,0.1326
2624,Djibril Sow,Eintracht Frankfurt,-,0.0,-,-,0.0,-,0.0,0.0,0.0,0.0,0.1322,0.1322
307,Suat Serdar,Schalke 04,0.0,-,0.0093,-,-,-,-,0.0,0.0203,0.0983,-,0.1279
8396,Jessic Ngankam,Hertha Berlin,-,-,0.1001,-,0.0,-,0.0,0.0,0.023,-,-,0.1231
7073,Pierre Kunde,Mainz 05,-,-,0.0122,0.0202,0.0359,0.0109,0.0267,0.0,0.0,0.0149,-,0.1208
393,Douglas Costa,Bayern Munich,-,-,-,0.0,0.0,0.0,-,0.0318,0.0879,0.0,-,0.1197
8793,Fabian Kunze,Arminia Bielefeld,0.1174,0.0,-,0.0,-,-,0.0,0.0,-,0.0,-,0.1174
8876,Dimitris Limnios,FC Cologne,-,0.0,0.0,-,0.1123,0.0,0.0,0.0,-,-,-,0.1123
1673,Edimilson Fernandes,Mainz 05,-,-,-,0.0238,0.0,0.0,0.0184,0.0382,0.0188,0.0098,-,0.109
8875,Tolu Arokodare,FC Cologne,-,0.0383,0.0,-,-,0.0702,-,0.0,-,-,-,0.1085
359,Timothy Chandler,Eintracht Frankfurt,0.0,-,0.107,-,0.0,-,-,-,-,-,-,0.107
409,Philipp Klement,VfB Stuttgart,0.1066,0.0,0.0,-,0.0,0.0,-,0.0,-,0.0,-,0.1066
435,Benjamin Henrichs,RasenBallsport Leipzig,0.0,0.0,0.0,0.0807,0.0254,0.0,0.0,-,-,-,-,0.1061
205,Mahmoud Dahoud,Borussia Dortmund,-,0.0247,-,0.0,0.0792,-,-,0.0,-,0.0,-,0.1039
426,Daniel Ginczek,Wolfsburg,-,0.0781,0.0,-,-,-,-,-,-,0.0203,-,0.0984
8825,Reinier,Borussia Dortmund,-,0.096,0.0,-,-,0.0,-,-,-,-,-,0.096
1702,Mike van der Hoorn,Arminia Bielefeld,0.0,0.0,0.041,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0953
8878,Atakan Karazor,VfB Stuttgart,-,-,0.0,0.0,0.0679,0.027,0.0,-,0.0,-,-,0.0949
2456,Omar Mascarell,Schalke 04,-,0.0176,0.0145,0.0177,0.0,0.0,0.0,0.0132,0.0157,0.0149,-,0.0936
