id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
306,Florian Niederlechner,Augsburg,0.0,0.486,0.0,0.0,0.0922,-,0.0,0.0,0.0778,0.0,0.0,-,0.3953,0.7085,0.016,0.0,0.0,0.1022,0.1021,0.0,0.0,0.0,1.9801
7783,Xaver Schlager,Wolfsburg,0.0219,0.0,0.022,0.0,0.9467,0.0,0.0641,0.0,0.0266,0.0,0.3613,0.0483,-,0.133,0.0,0.0,0.0,0.3148,0.0,0.0192,0.0,0.0,1.9579
5273,Kerem Demirbay,Bayer Leverkusen,0.0489,0.0469,0.1284,0.095,-,0.0533,-,0.6891,0.6102,-,-,0.0,0.0,0.0449,0.0296,0.0185,0.0,0.0,0.0794,0.0222,0.0246,0.0489,1.9399
7883,Marcus Ingvartsen,Union Berlin,0.0,0.0556,0.0335,0.0903,0.0587,-,-,0.0,0.0,0.0854,0.0,-,-,0.0,0.1882,0.1287,0.0,0.4869,0.126,0.0222,0.0809,0.5833,1.9397
604,Emre Can,Borussia Dortmund,0.0395,0.0811,0.0511,0.0,-,-,-,0.5705,0.0716,0.0889,0.0,0.0,0.024,0.4196,0.0637,0.4472,-,0.0517,-,0.0,0.0,0.0,1.9089
4336,Raphael Framberger,Augsburg,0.5263,0.0717,0.7087,0.0,0.0,0.0,-,0.0,-,0.0,0.4617,0.0,0.0,-,-,-,-,-,-,-,-,0.12,1.8884
7065,Florian Neuhaus,Borussia M.Gladbach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3199,0.3228,0.0,-,0.5371,0.1855,0.0,0.0,0.0468,0.1789,0.0,0.1634,0.0782,0.0327,1.8653
261,Julian Brandt,Borussia Dortmund,0.0,0.1308,0.0848,0.0304,0.233,0.4838,0.0,0.5061,0.0,0.0436,0.0,0.0,0.0919,-,0.0,0.0196,0.0955,0.0978,0.0164,0.0,0.0,0.0,1.8337
420,Patrick Herrmann,Borussia M.Gladbach,0.0,0.5795,0.0852,0.0,0.2809,0.0881,0.0591,0.2549,0.1351,0.0234,0.1029,-,0.0,0.1728,0.0,0.0,0.0499,0.0,0.0,0.0,-,-,1.8318
7810,Ruben Vargas,Augsburg,0.0,-,0.0,0.3441,0.0943,0.0689,0.0,0.3821,0.0,0.1029,0.0363,0.0,0.0818,0.0,0.5869,0.0,0.0,-,0.0,0.0,0.0,0.0571,1.7544
