id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,total
1493,Andrea Petagna,Napoli,1,-,6,31,24,7,18,5,90,43,75,90,72,78,36,70,75,-,721
3,Luca Caldirola,Benevento,90,90,90,90,90,46,90,90,32,-,-,-,-,-,-,-,-,12,720
1496,Roberto Gagliardini,Inter,-,82,69,-,-,61,20,67,90,90,-,90,48,1,19,66,6,11,720
1601,Riccardo Marchizza,Spezia,-,-,90,-,-,-,13,26,-,44,7,90,-,90,89,90,90,83,712
3951,Kevin Bonifazi,Udinese,-,-,-,-,7,8,-,-,-,90,90,90,67,90,90,90,90,-,712
5954,Eldor Shomurodov,Genoa,-,-,64,25,-,-,-,20,70,67,16,85,59,-,42,90,81,90,709
4937,Miha Zajc,Genoa,77,57,-,29,86,49,83,19,20,-,-,-,-,27,42,84,90,46,709
7002,Giangiacomo Magnani,Verona,-,-,-,-,33,44,73,90,-,-,90,-,36,90,90,5,64,90,705
1375,Elseid Hysaj,Napoli,90,90,90,-,71,90,-,-,-,-,-,-,72,-,-,90,90,-,683
8916,Simone Bastoni,Spezia,-,-,-,79,63,90,77,64,90,46,83,-,90,-,-,-,-,-,682
