id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
822,Patrick Bamford,Leeds,0.0,0.1278,0.0503,0.0,0.0,0.176,0.0,0.0,0.0,0.0875,0.0,0.0,0.0462,0.0,0.0,0.4683,0.0,0.0653,0.0,1.3075,0.1647,-,2.4936
5256,Oliver Burke,Sheffield United,-,0.0,0.1403,0.0,-,0.0,-,-,-,0.7795,0.0,-,0.6108,0.4367,0.0,0.017,-,0.4579,0.0205,0.0,0.0,0.0,2.4627
468,Callum Wilson,Newcastle United,0.1686,0.0,0.0,0.1141,0.0224,0.1016,0.5133,0.0,-,0.1182,0.0833,0.708,0.0,-,0.0846,0.0,0.0,0.0241,0.0,0.4658,0.0,0.0315,2.4355
1760,Arthur Masuaku,West Ham,-,0.539,1.0439,0.0,0.1082,0.0,0.0,0.0,0.6423,0.0223,0.0245,-,-,-,-,-,-,-,-,-,-,-,2.3802
6026,Richarlison,Everton,0.0555,1.0074,0.0,0.0,0.014,-,-,-,0.1289,0.1294,0.924,0.0,0.0,0.0,-,0.0533,0.0,0.0,0.0286,0.0,-,-,2.3411
773,Aleksandar Mitrovic,Fulham,0.0,0.0,0.0528,0.6165,0.0,0.1202,0.6119,0.0,0.0175,0.1772,-,-,0.0735,0.0,0.0,-,-,0.0,0.0,0.5654,0.0927,-,2.3277
592,Ross Barkley,Aston Villa,-,-,0.0,0.063,0.4417,0.2008,1.0618,0.0,-,-,-,-,-,-,-,0.0,0.2323,0.1288,0.1711,0.0258,-,-,2.3253
7723,John McGinn,Aston Villa,0.1861,0.8144,0.2512,0.0748,0.0,0.0959,0.2459,0.0254,0.0,0.0335,0.0457,0.0,0.0,0.0782,0.0,0.0,-,0.4087,0.0,0.0,-,-,2.2598
7153,Matheus Pereira,West Bromwich Albion,0.0284,0.045,0.1218,0.0409,0.2343,0.022,0.0,-,0.1618,0.6454,0.0185,-,-,-,0.1839,0.0,0.4339,0.1497,0.0,0.0742,0.0,0.0598,2.2196
8706,Eberechi Eze,Crystal Palace,0.0,0.0,0.0426,0.0,-,0.0416,0.0,0.2167,0.0217,0.0,0.7467,0.2437,0.0,0.0261,0.012,-,0.0181,0.1372,0.0,0.4116,0.0,0.2751,2.1931
2381,Rodrigo,Leeds,0.0,0.0,0.0,0.2252,0.0674,0.0881,-,-,0.1395,0.4953,0.0,0.0,0.1322,0.622,0.017,0.0599,0.0885,0.0,0.2374,0.0,-,-,2.1725
755,Jamie Vardy,Leicester,0.0662,0.0962,0.0,0.0,-,0.0,0.4878,0.0,0.4282,0.0508,0.0,0.133,0.0365,0.144,0.0,0.0,0.4033,0.0,0.3031,-,-,-,2.1491
492,Héctor Bellerín,Arsenal,0.1065,0.0,0.0,0.4609,0.0,0.0,0.0581,0.0,0.3477,0.434,0.0476,0.1659,-,-,0.1504,0.1295,0.0,0.0195,-,0.0,0.049,0.1158,2.0849
1726,Abdoulaye Doucouré,Everton,0.2057,0.0,0.0,0.7527,0.1168,0.0,0.0,0.0,0.0567,0.0,0.0649,0.0,0.0,0.0,0.1108,0.0,0.0,-,0.1523,0.6107,-,-,2.0706
7753,James Justin,Leicester,0.0449,0.0892,0.0,0.0,0.0363,0.0,0.0,0.1446,0.0,0.0,0.0,0.6158,0.3487,0.0442,0.1332,0.2171,0.0,0.3691,0.0,0.0161,0.0,0.0,2.0592
3621,Neal Maupay,Brighton,0.0,0.0895,0.403,0.0,0.0725,0.0,-,0.0,0.0,0.3096,0.0542,0.0,-,0.0797,0.0,0.0,0.0,0.0,0.0885,0.6645,0.1786,0.0898,2.0299
7722,Trézéguet,Aston Villa,0.0756,0.0,1.1981,0.0,0.2899,0.0,0.0,0.0273,0.423,-,-,-,-,-,-,-,0.0,0.0,-,0.0,-,-,2.0139
