id,name,team,1,2,3,4,5,total
7484,Stephy Mavididi,Montpellier,-,0.0835,0.0223,0.2425,0.0,0.3483
7278,Imran Louza,Nantes,0.0953,0.1492,-,-,0.0951,0.3396
1064,Sylvain Marveaux,Lorient,0.311,0.0,0.0282,-,-,0.3392
3218,Benoit Costil,Bordeaux,0.0158,0.0,0.0,0.0,0.3208,0.3366
3772,Maxime Lopez,Marseille,-,0.0,0.1626,-,0.1676,0.3302
3512,Nolan Roux,Nimes,-,-,0.1167,0.0083,0.2033,0.3283
8646,Wout Faes,Reims,0.3062,0.0,0.0218,-,-,0.328
8654,Franklin Wadja,Lorient,0.311,-,-,0.008,0.0,0.319
1752,Fabio,Nantes,0.0492,0.0,-,0.1358,0.1322,0.3172
3677,Wesley Lautoa,Dijon,0.2614,0.0,0.0,0.0524,0.0,0.3138
6489,Steven Fortes,Lens,-,-,-,0.2215,0.0921,0.3136
6861,Anthony Briancon,Nimes,-,-,0.0251,0.0991,0.1859,0.3101
7755,Domagoj Bradaric,Lille,0.0,0.0438,0.2661,0.0,0.0,0.3099
3265,Pablo,Bordeaux,-,-,-,0.0,0.3094,0.3094
7570,Moreto Cassamã,Reims,0.0,0.0181,0.1348,0.1516,-,0.3045
3451,Benjamin Lecomte,Monaco,0.1309,0.0,-,0.0,0.172,0.3029
4804,Abdou Diallo,Paris Saint Germain,0.0,-,0.2988,-,-,0.2988
5587,Josh Maja,Bordeaux,0.0,0.0561,0.0165,0.0336,0.1918,0.298
5963,Thomas Monconduit,Lorient,-,-,-,0.2977,0.0,0.2977
8658,Heriberto Tavares,Brest,0.0,0.296,-,-,-,0.296
6674,Rayan Ait Nouri,Angers,-,-,-,0.1879,0.1061,0.294
8676,Aníbal Chalá,Dijon,-,0.0,0.1057,0.0981,0.0894,0.2932
6251,Wilfried Kanga,Angers,0.29,0.0,-,-,-,0.29
1144,Seko Fofana,Lens,-,-,-,0.2691,-,0.2691
8004,Dereck Kutesa,Reims,0.0817,0.0,0.1578,0.0275,-,0.267
8686,Cheick Tidiane Sabaly,Metz,0.2587,-,-,-,-,0.2587
7756,Yusuf Yazici,Lille,0.0,0.1035,0.1551,-,0.0,0.2586
8668,Tony Mauricio,Lens,0.167,0.0,0.0903,0.0,-,0.2573
7852,Sidy Sarr,Nimes,0.1399,0.0569,-,0.0597,-,0.2565
5654,Baptiste Santamaria,Angers,0.0,0.0244,0.2281,-,-,0.2525
3227,Ludovic Baal,Brest,-,0.2514,-,-,-,0.2514
7774,Haris Duljevic,Nimes,-,0.135,-,0.1103,-,0.2453
7736,Brendan Chardonnet,Brest,0.0,-,0.1093,0.1272,-,0.2365
6862,Florian Miguel,Nimes,0.1399,-,-,0.0961,0.0,0.236
967,Mathieu Debuchy,Saint-Etienne,0.2335,0.0,0.0,-,-,0.2335
7265,Kephren Thuram,Nice,0.0679,0.026,0.0136,0.1252,-,0.2327
7728,Gautier Larsonneur,Brest,0.0,0.0,0.1017,0.0707,0.0565,0.2289
7998,Ngonda Muzinga,Dijon,0.1478,-,-,-,0.0699,0.2177
6011,Thiago Mendes,Lyon,-,0.0724,-,-,0.1398,0.2122
6907,Colin Dagba,Paris Saint Germain,0.0,0.0,0.2085,0.0,-,0.2085
8648,Fraser Hornby,Reims,-,0.1597,0.0397,-,-,0.1994
8056,Arnaud Kalimuendo Muinga,Paris Saint Germain,0.1993,-,-,-,-,0.1993
7687,Jean Lucas,Lyon,-,-,0.0727,0.1115,0.0131,0.1973
7908,Marshall Munetsi,Reims,0.0905,0.0,0.1058,0.0,-,0.1963
6501,Andy Pelmard,Nice,0.0,0.026,0.0136,0.028,0.1245,0.1921
2897,Aleksandr Golovin,Monaco,0.1883,0.0,-,-,-,0.1883
5752,Alexis Claude Maurice,Nice,0.0887,-,0.0,-,0.0947,0.1834
8318,Moussa Koné,Nimes,0.1376,0.0369,0.0,-,-,0.1745
3518,Jessy Moulin,Saint-Etienne,0.1035,0.0,0.0,0.0,0.0707,0.1742
7206,Jonathan Gradit,Lens,0.0733,0.0,0.0,0.099,0.0,0.1723
1670,Steve Mandanda,Marseille,0.0,0.0,0.0,0.1041,0.061,0.1651
3652,Enock Kwateng,Bordeaux,0.0,-,-,-,0.164,0.164
8920,Dilane Bakwa,Bordeaux,-,-,-,-,0.164,0.164
8249,Renaud Emond,Nantes,-,0.0,0.075,0.0,0.0822,0.1572
3271,Jérémy Morel,Lorient,0.0,0.0712,0.0,0.0519,0.0335,0.1566
7160,Nemanja Radonjic,Marseille,0.0,0.0,-,0.0203,0.1332,0.1535
8003,Dario Maresic,Reims,-,0.0,0.1532,0.0,-,0.1532
6947,Samuel Kalu,Bordeaux,0.0,0.0,0.0609,0.0,0.0873,0.1482
