id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,total
3226,Ousmane Dembélé,Barcelona,0.0,-,-,0.0,0.0,0.0,0.0,0.1721,0.0,0.0943,-,-,-,0.2664
1290,Miralem Pjanic,Barcelona,0.0,-,0.0,-,-,0.0628,0.1253,0.0385,-,0.0351,-,-,-,0.2617
6224,Marko Dmitrovic,Eibar,0.0,0.2147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0,0.0,0.0202,0.2564
6076,Nemanja Maksimovic,Getafe,0.0,0.0605,0.0092,0.0,0.0,0.0557,0.0,0.0694,-,-,0.0605,0.0,-,0.2553
5994,Saidy Janko,Real Valladolid,-,-,-,-,-,-,0.1311,-,-,0.0,0.0,0.0,0.1219,0.253
8893,Josan,Elche,0.0,0.0,0.0,0.0,0.0648,0.0,0.0758,0.0718,-,0.0,0.0381,-,-,0.2505
2266,Saúl Ñíguez,Atletico Madrid,0.0,0.0,0.026,-,-,-,0.0906,0.0,0.0,0.1228,0.0,-,-,0.2394
7308,Ander Barrenetxea,Real Sociedad,0.0862,0.0,0.0665,0.0852,0.0,-,-,0.0,-,0.0,0.0,0.0,0.0,0.2379
2155,Jorge Molina,Granada,-,0.0,0.0203,0.0,-,0.0,0.0,0.0,0.0,0.2156,0.0,0.0,-,0.2359
8978,Luis Suárez,Granada,-,-,-,0.0,0.0,0.0222,0.0,0.0,0.1152,0.0145,0.0831,0.0,-,0.235
2479,Toni Lato,Valencia,-,-,-,0.0,-,-,0.0,0.0,0.0,0.0,0.0,0.2311,0.0,0.2311
7863,Antonio Puertas,Granada,0.0,0.0,0.0,0.126,0.015,0.0,0.0,-,-,0.0,0.0801,0.0,-,0.2211
7009,Jaime Mata,Getafe,0.1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0246,0.0714,0.0,0.0,-,-,0.2205
7050,Lucas Torró,Osasuna,0.1103,0.039,0.0,0.0705,-,-,0.0,0.0,-,-,-,-,-,0.2198
8775,Son,Levante,-,-,0.0,-,0.0,-,0.0,0.1897,0.0,0.0,-,0.0238,-,0.2135
2289,Nemanja Radoja,Levante,0.2126,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,-,0.0,-,0.2126
3264,Mauro Arambarri,Getafe,0.0416,0.0,0.0192,0.0,0.0,0.0,0.0467,0.0161,0.0,0.0,0.088,0.0,-,0.2116
8771,Yunus Musah,Valencia,0.0399,0.0,0.0,0.0,-,0.0,0.1046,0.0218,0.0,0.019,0.0,0.0242,0.0,0.2095
6124,Maxi Gómez,Valencia,0.0682,0.0,0.0,0.0,0.021,0.0,-,0.0367,0.0,-,0.0,0.0,0.0808,0.2067
5074,Kike García,Eibar,0.0,0.0,0.0459,0.0,0.0,0.0492,0.017,0.0,0.0,0.0,-,0.0918,0.0,0.2039
2119,Rober Correa,Eibar,0.0,0.0,0.0,-,0.0,-,-,-,-,0.0,0.0,0.1546,0.0367,0.1913
2537,Sandro Ramírez,SD Huesca,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.189,-,0.189
1003,Pablo Maffeo,SD Huesca,0.0,0.0,-,-,-,0.0343,0.0,0.0,-,-,0.0,0.1499,0.0,0.1842
